title,study_design,species_model,ageing_domain_category,intervention_name,claim_score,claim_category,bias_level
The influence of the gut microbiome on ovarian aging.,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Epigenetic reprogramming as a key to reverse ageing and increase longevity.,unclear_or_metadata_only,unclear,surrogate_or_indirect,reprogramming,3.5,speculative_or_hype_heavy,moderate_or_high
Targeting ageing with rapamycin and its derivatives in humans: a systematic review.,unclear_or_metadata_only,human,surrogate_or_indirect,rapamycin_mtor,9.5,promising_but_incomplete,moderate_or_high
Sirtuins in kidney health and disease.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
The therapeutic perspective of NAD(+) precursors in age-related diseases.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Fasting-mimicking diet causes hepatic and blood markers changes indicating reduced biological age and disease risk.,RCT_or_clinical_trial,human,biological_ageing_biomarker,fasting,10.5,promising_but_incomplete,lower
Gene Therapy-Mediated Partial Reprogramming Extends Lifespan and Reverses Age-Related Changes in Aged Mice.,animal_experiment,animal,hard_ageing_relevance,reprogramming,8.0,promising_but_incomplete,moderate_or_high
Effect of gut microbiome modulation on muscle function and cognition: the PROMOTe randomised controlled trial.,RCT_or_clinical_trial,human,healthspan_functional_ageing,microbiome,12.0,supported_for_healthspan_related_benefit,lower
Intermittent fasting and longevity: From animal models to implication for humans.,unclear_or_metadata_only,human,surrogate_or_indirect,fasting,9.0,promising_but_incomplete,moderate_or_high
Targeting Cell Senescence and Senolytics: Novel Interventions for Age-Related Endocrine Dysfunction.,in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
A specific enterotype derived from gut microbiome of older individuals enables favorable responses to immune checkpoint blockade therapy.,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Depleting myeloid-biased haematopoietic stem cells rejuvenates aged immunity.,in_vitro_study,cellular,surrogate_or_indirect,stem_cell,4.5,speculative_or_hype_heavy,moderate_or_high
Small extracellular vesicles from young plasma reverse age-related functional declines by improving mitochondrial energy metabolism.,in_vitro_study,cellular,surrogate_or_indirect,controversial,4.0,speculative_or_hype_heavy,moderate_or_high
Senolytic and senomorphic agent procyanidin C1 alleviates structural and functional decline in the aged retina.,unclear_or_metadata_only,unclear,surrogate_or_indirect,senolytics,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Health Benefits of Intermittent Fasting.,unclear_or_metadata_only,unclear,surrogate_or_indirect,fasting,5.0,biomarker_or_preclinical_evidence,moderate_or_high
The Gut and Skin Microbiome and Its Association with Aging Clocks.,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Assessing the Clinical Effectiveness of an Exergame-Based Exercise Training Program Using Ring Fit Adventure to Prevent and Postpone Frailty and Sarcopenia Among Older Adults in Rural Long-Term Care Facilities: Randomized Controlled Trial.,RCT_or_clinical_trial,human,healthspan_functional_ageing,exercise,13.0,supported_for_healthspan_related_benefit,lower
Mitigating disuse-induced skeletal muscle atrophy in ageing: Resistance exercise as a critical countermeasure.,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Spermidine is essential for fasting-mediated autophagy and longevity.,unclear_or_metadata_only,unclear,surrogate_or_indirect,fasting,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Physical Activity and Epigenetic Aging in Breast Cancer Treatment.,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,12.0,promising_but_incomplete,moderate_or_high
A surge in endogenous spermidine is essential for rapamycin-induced autophagy and longevity.,unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
The role of the haematopoietic stem cell niche in development and ageing.,in_vitro_study,cellular,surrogate_or_indirect,stem_cell,4.5,speculative_or_hype_heavy,moderate_or_high
Targeted partial reprogramming of age-associated cell states improves markers of health in mouse models of aging.,animal_experiment,animal,surrogate_or_indirect,reprogramming,5.0,biomarker_or_preclinical_evidence,moderate_or_high
Fisetin as a senotherapeutic agent: Evidence and perspectives for age-related diseases.,unclear_or_metadata_only,unclear,surrogate_or_indirect,senolytics,4.0,speculative_or_hype_heavy,moderate_or_high
Dietary restriction impacts health and lifespan of genetically diverse mice.,animal_experiment,animal,hard_ageing_relevance,caloric_restriction,10.0,promising_but_incomplete,moderate_or_high
Diet and exercise in frailty and sarcopenia. Molecular aspects.,unclear_or_metadata_only,unclear,healthspan_functional_ageing,exercise,9.0,promising_but_incomplete,moderate_or_high
"Gut microbiome and bone health: update on mechanisms, clinical correlations, and possible treatment strategies.",animal_experiment,human,surrogate_or_indirect,microbiome,9.5,promising_but_incomplete,moderate_or_high
Lithocholic acid binds TULP3 to activate sirtuins and AMPK to slow down ageing.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Obesity and Metabolic Disease Impair the Anabolic Response to Protein Supplementation and Resistance Exercise: A Retrospective Analysis of a Randomized Clinical Trial with Implications for Aging, Sarcopenic Obesity, and Weight Management.",RCT_or_clinical_trial,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,lower
Modulating mTOR-dependent astrocyte substate transitions to alleviate neurodegeneration.,animal_experiment,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Dasatinib and Quercetin Limit Gingival Senescence, Inflammation, and Bone Loss.",unclear_or_metadata_only,unclear,biological_ageing_biomarker,senolytics,7.0,biomarker_or_preclinical_evidence,moderate_or_high
The Intersection of Epigenetics and Senolytics in Mechanisms of Aging and Therapeutic Approaches.,unclear_or_metadata_only,unclear,surrogate_or_indirect,senolytics,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Test of Rapamycin in Aging Dogs (TRIAD): study design and rationale for a prospective, parallel-group, double-masked, randomized, placebo-controlled, multicenter trial of rapamycin in healthy middle-aged dogs from the Dog Aging Project.",RCT_or_clinical_trial,human,surrogate_or_indirect,rapamycin_mtor,9.5,promising_but_incomplete,lower
Roles of Sirtuins in Cardiovascular Diseases: Mechanisms and Therapeutics.,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Senolytic treatment for low back pain.,unclear_or_metadata_only,human,surrogate_or_indirect,senolytics,9.5,promising_but_incomplete,moderate_or_high
Influence of rapamycin on safety and healthspan metrics after one year: PEARL trial results.,RCT_or_clinical_trial,human,surrogate_or_indirect,rapamycin_mtor,9.5,promising_but_incomplete,lower
The geroprotectors trametinib and rapamycin combine additively to extend mouse healthspan and lifespan.,animal_experiment,animal,hard_ageing_relevance,rapamycin_mtor,10.0,promising_but_incomplete,moderate_or_high
YTHDF1 differentiates the contributing roles of mTORC1 in aging.,unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Cardiovascular Aging and Exercise: Implications for Heart Failure Prevention and Management.,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
Heterochronic parabiosis uncovers AdipoR1 as a critical player in retinal rejuvenation.,unclear_or_metadata_only,unclear,surrogate_or_indirect,controversial,2.0,speculative_or_hype_heavy,moderate_or_high
Creatine monohydrate supplementation for older adults and clinical populations.,animal_experiment,human,surrogate_or_indirect,supplements,7.5,biomarker_or_preclinical_evidence,moderate_or_high
A Critical Assessment of Fasting to Promote Metabolic Health and Longevity.,unclear_or_metadata_only,human,surrogate_or_indirect,fasting,9.0,promising_but_incomplete,moderate_or_high
Prevalent mesenchymal drift in aging and disease is reversed by partial reprogramming.,unclear_or_metadata_only,unclear,surrogate_or_indirect,reprogramming,3.5,speculative_or_hype_heavy,moderate_or_high
mTOR dysregulation induces IL-6 and paracrine AT2 cell senescence impeding lung repair in lymphangioleiomyomatosis.,in_vitro_study,cellular,biological_ageing_biomarker,rapamycin_mtor,7.5,biomarker_or_preclinical_evidence,moderate_or_high
Aging and the microbiome: implications for health and disease.,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Dietary restriction in aging and longevity.,unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Head‐to‐head comparison of two senolytic therapies in a mouse model of tauopathy,animal_experiment,animal,surrogate_or_indirect,senolytics,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Lifestyle factors affecting aging and healthspan in dogs and cats,unclear_or_metadata_only,unclear,surrogate_or_indirect,lifestyle_bundle,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Mechanistic Links Between the Gut Microbiome and Longevity Therapeutics,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Metformin and epigenetic age in non-diabetic older people with HIV in Madrid (METFORAGING): a double-blind, randomised, placebo-controlled, pilot trial",RCT_or_clinical_trial,unclear,surrogate_or_indirect,metformin,6.5,biomarker_or_preclinical_evidence,lower
Metformin for Longevity and Sarcopenia: A Therapeutic Paradox in Aging,unclear_or_metadata_only,unclear,surrogate_or_indirect,metformin,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Physical activity attenuates the association between allostatic load and early Alzheimer's disease‐related biomarkers in older adults,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
"Targeting muscle–vasculature crosstalk in aging through the integrative roles of L-citrulline, leucine, and exercise: focus on muscle metabolism, vascular function, and sarcopenia prevention",animal_experiment,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
The Role of Cellular Senescence and SASP in the Pathogenesis of Atherosclerosis and the Therapeutic Potential of Senolytic Strategies in Cardiovascular Diseases,animal_experiment,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
