title,intervention_name,ageing_domain_category,effect_size,uncertainty_measure,effect_direction,meta_ready,reason_not_meta_ready
Targeting ageing with rapamycin and its derivatives in humans: a systematic review.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Sirtuins in kidney health and disease.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The therapeutic perspective of NAD(+) precursors in age-related diseases.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Fasting-mimicking diet causes hepatic and blood markers changes indicating reduced biological age and disease risk.,fasting,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Gene Therapy-Mediated Partial Reprogramming Extends Lifespan and Reverses Age-Related Changes in Aged Mice.,reprogramming,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Effect of gut microbiome modulation on muscle function and cognition: the PROMOTe randomised controlled trial.,microbiome,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Intermittent fasting and longevity: From animal models to implication for humans.,fasting,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Targeting Cell Senescence and Senolytics: Novel Interventions for Age-Related Endocrine Dysfunction.,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
A specific enterotype derived from gut microbiome of older individuals enables favorable responses to immune checkpoint blockade therapy.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Depleting myeloid-biased haematopoietic stem cells rejuvenates aged immunity.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Small extracellular vesicles from young plasma reverse age-related functional declines by improving mitochondrial energy metabolism.,controversial,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytic and senomorphic agent procyanidin C1 alleviates structural and functional decline in the aged retina.,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Health Benefits of Intermittent Fasting.,fasting,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The Gut and Skin Microbiome and Its Association with Aging Clocks.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Assessing the Clinical Effectiveness of an Exergame-Based Exercise Training Program Using Ring Fit Adventure to Prevent and Postpone Frailty and Sarcopenia Among Older Adults in Rural Long-Term Care Facilities: Randomized Controlled Trial.,exercise,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Mitigating disuse-induced skeletal muscle atrophy in ageing: Resistance exercise as a critical countermeasure.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Spermidine is essential for fasting-mediated autophagy and longevity.,fasting,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Physical Activity and Epigenetic Aging in Breast Cancer Treatment.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
A surge in endogenous spermidine is essential for rapamycin-induced autophagy and longevity.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The role of the haematopoietic stem cell niche in development and ageing.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Targeted partial reprogramming of age-associated cell states improves markers of health in mouse models of aging.,reprogramming,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Fisetin as a senotherapeutic agent: Evidence and perspectives for age-related diseases.,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Dietary restriction impacts health and lifespan of genetically diverse mice.,caloric_restriction,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Diet and exercise in frailty and sarcopenia. Molecular aspects.,exercise,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Gut microbiome and bone health: update on mechanisms, clinical correlations, and possible treatment strategies.",microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Lithocholic acid binds TULP3 to activate sirtuins and AMPK to slow down ageing.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Obesity and Metabolic Disease Impair the Anabolic Response to Protein Supplementation and Resistance Exercise: A Retrospective Analysis of a Randomized Clinical Trial with Implications for Aging, Sarcopenic Obesity, and Weight Management.",exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Modulating mTOR-dependent astrocyte substate transitions to alleviate neurodegeneration.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Dasatinib and Quercetin Limit Gingival Senescence, Inflammation, and Bone Loss.",senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The Intersection of Epigenetics and Senolytics in Mechanisms of Aging and Therapeutic Approaches.,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Test of Rapamycin in Aging Dogs (TRIAD): study design and rationale for a prospective, parallel-group, double-masked, randomized, placebo-controlled, multicenter trial of rapamycin in healthy middle-aged dogs from the Dog Aging Project.",rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Roles of Sirtuins in Cardiovascular Diseases: Mechanisms and Therapeutics.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytic treatment for low back pain.,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Influence of rapamycin on safety and healthspan metrics after one year: PEARL trial results.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The geroprotectors trametinib and rapamycin combine additively to extend mouse healthspan and lifespan.,rapamycin_mtor,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
YTHDF1 differentiates the contributing roles of mTORC1 in aging.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Cardiovascular Aging and Exercise: Implications for Heart Failure Prevention and Management.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Heterochronic parabiosis uncovers AdipoR1 as a critical player in retinal rejuvenation.,controversial,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Creatine monohydrate supplementation for older adults and clinical populations.,supplements,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
A Critical Assessment of Fasting to Promote Metabolic Health and Longevity.,fasting,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Prevalent mesenchymal drift in aging and disease is reversed by partial reprogramming.,reprogramming,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
mTOR dysregulation induces IL-6 and paracrine AT2 cell senescence impeding lung repair in lymphangioleiomyomatosis.,rapamycin_mtor,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Aging and the microbiome: implications for health and disease.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Dietary restriction in aging and longevity.,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Head‐to‐head comparison of two senolytic therapies in a mouse model of tauopathy,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Lifestyle factors affecting aging and healthspan in dogs and cats,lifestyle_bundle,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Mechanistic Links Between the Gut Microbiome and Longevity Therapeutics,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Metformin and epigenetic age in non-diabetic older people with HIV in Madrid (METFORAGING): a double-blind, randomised, placebo-controlled, pilot trial",metformin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Metformin for Longevity and Sarcopenia: A Therapeutic Paradox in Aging,metformin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Physical activity attenuates the association between allostatic load and early Alzheimer's disease‐related biomarkers in older adults,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Targeting muscle–vasculature crosstalk in aging through the integrative roles of L-citrulline, leucine, and exercise: focus on muscle metabolism, vascular function, and sarcopenia prevention",exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The Role of Cellular Senescence and SASP in the Pathogenesis of Atherosclerosis and the Therapeutic Potential of Senolytic Strategies in Cardiovascular Diseases,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
